ID,City,Country,Latitude,Longitude,Elevation (m),Elevation (ft),Max Temp (F),Adj Temp (F),Humidity (%),Wind Speed (mph),Cloudiness (%),Date
2749,Primero De Enero,CU,21.94,-78.43,24,78.74016,82.4,82.67559056,83,10.29,20,1538013000
2750,Archidona,EC,-0.91,-77.81,567.7402344,1862.664871,54.96,61.47932705,90,2.17,20,1538016560
2751,Locri,IT,38.24,16.26,17.36621666,56.97577827,64.4,64.59941522,39,4.7,5,1538013300
2752,Bartica,GY,6.41,-58.62,1.428126812,4.68545557,78.8,78.81639909,94,4.7,0,1538013600
2753,Los Zacatones,MX,22.95,-102.05,2054.746582,6741.294776,66.2,89.79453172,59,5.82,40,1538012520
2754,Shalakusha,RU,62.23,40.26,71,232.93964,43.08,43.89528874,97,12.35,92,1538016561
2755,Corn Island,NI,12.17,-83.04,6.88298893,22.5819854,82.86,82.93903695,100,10.67,76,1538016561
2756,Kabalo,CD,-6.05,26.92,555.9129028,1823.861288,76.2,82.58351451,66,2.95,92,1538016561
2757,Hanna,CA,51.64,-111.93,814.8035278,2673.240006,46.23,55.58634002,93,9.66,92,1538016561
2758,Biskamzha,RU,53.45,89.53,620.7449341,2036.56481,50.55,57.67797683,96,3.18,88,1538016442
2759,Kondinskoye,RU,59.65,67.41,40.70904922,133.5598771,59.73,60.19745957,67,6.64,92,1538016562
2760,Huayang,CN,23.62,115.49,160.9157867,527.9389498,78.9,80.74778632,64,5.41,0,1538016562
2761,Majholi,IN,23.5,79.93,387.3219299,1270.741281,82.05,86.49759448,71,4.41,0,1538016562
2762,Honolulu,US,21.3,-157.86,1.310496211,4.299528389,87.08,87.09504835,91,4.7,75,1538014440
2763,Kimparana,ML,12.83,-4.92,308.988739,1013.742615,74.49,78.03809915,84,8.99,20,1538016563
2764,Gien,FR,47.69,2.63,150.5697784,493.9953519,49.83,51.55898373,87,3.51,0,1538016563
2765,Luangwa,ZM,-12.88,28.25,1193.134155,3914.482262,60.09,73.79068792,45,7.65,0,1538016563
2766,Miyako,JP,33.63,130.94,106.4227829,349.156123,78.8,80.02204643,49,2.24,20,1538013600
2767,Orbetello,IT,42.44,11.21,0.99022913,3.248783338,48.2,48.21137074,61,4.7,0,1538013300
2768,Serdobsk,RU,52.46,44.21,184.9979553,606.9486917,34.53,36.65432042,90,11.45,0,1538016564
2769,Takhtamygda,RU,54.1,123.57,406.1644592,1332.560604,60.81,65.47396212,48,4.63,20,1538016564
2770,Tara,RU,56.9,74.37,69.85378265,229.1790843,52.26,53.06212679,73,7.2,0,1538016565
2771,Great Bend,US,38.36,-98.78,565.7391357,1856.099586,59,65.49634855,59,8.05,0,1538013360
2772,We,NC,-20.92,167.26,56.88496017,186.6304527,68.46,69.11320658,99,11.68,100,1538016565
2773,Drumnadrochit,GB,57.34,-4.48,110.2742615,361.792208,59,60.26627273,93,24.16,75,1538014800
2774,Idrinskoye,RU,54.37,92.14,276,905.51184,47.22,50.38929144,100,3.62,92,1538016565
2775,Mirpur Sakro,PK,24.55,67.63,5.624797821,18.45406168,78.8,78.86458922,88,9.17,40,1538013300
2776,Nivala,FI,63.93,24.96,74.70383453,245.0913285,42.18,43.03781965,98,14.25,92,1538016566
2777,Nassau,BS,25.06,-77.34,7,22.96588,84.2,84.28038058,79,5.82,40,1538013600
2778,Winslow,US,35.02,-110.7,1480.665527,4857.826689,78.98,95.98239341,3,5.82,1,1538013360
2779,Linkoping,SE,58.41,15.62,61.65353394,202.2753803,53.6,54.30796383,66,16.11,0,1538014800
2780,Gunnedah,AU,-30.98,150.25,273.6509705,897.8050499,71.6,74.74231767,26,6.93,0,1538015400
2781,Rodeo,MX,25.18,-104.56,1342.589844,4404.822463,76.65,92.06687862,28,9.44,80,1538016567
2782,Green,US,40.95,-81.47,369.1873779,1211.244717,64.94,69.17935651,92,4.41,1,1538014620
2783,Roswell,US,33.39,-104.52,1091.855591,3582.203497,59,71.53771224,80,4.7,90,1538014500
2784,Clovis,US,36.83,-119.7,111.6716614,366.3768535,86,87.28231899,27,4.7,1,1538015700
2785,Galion,US,40.73,-82.79,355.490448,1166.307281,57.2,61.28207548,71,6.93,1,1538014620
2786,Guaruja,BR,-23.99,-46.26,25.40994835,83.36597494,71.6,71.89178091,88,4.7,64,1538013960
2787,Bend,US,44.06,-121.32,1097.661011,3601.25015,73.94,86.54437553,15,5.82,1,1538014500
2788,Erzurum,TR,39.91,41.27,1887.192871,6191.577859,42.8,64.47052251,87,3.36,0,1538014800
2789,Ouagadougou,BF,12.37,-1.53,301.0264893,987.619747,70.89,74.34666911,93,2.95,24,1538016549
2790,Yura,PE,-16.25,-71.68,2595.448486,8515.251212,53.6,83.40337924,40,3.36,0,1538013600
2791,Rudnogorsk,RU,57.27,103.75,461.9842834,1515.696517,39.39,44.69493781,100,7.65,92,1538016570
2792,Puerto Colombia,CO,10.99,-74.96,0.383347362,1.25770136,82.4,82.40440195,88,3.36,40,1538013600
2793,Les Cayes,HT,18.19,-73.75,4.826864243,15.83616928,82.59,82.64542659,100,10.33,36,1538016570
2794,Moosomin,CA,50.14,-101.67,572,1876.64048,46.23,52.79824168,85,13.58,44,1538016570
2795,Darab,IR,28.75,54.55,1141.808838,3746.092108,51.99,65.10132238,36,4.41,0,1538016571
2796,Ust-Koksa,RU,50.27,85.62,977.9875488,3208.62067,39.93,51.16017234,65,2.06,0,1538016571
2797,Almonte,ES,37.26,-6.52,67.80538177,222.4586087,75.2,75.97860513,69,9.17,0,1538015400
2798,Wenling,CN,28.38,121.38,4.191999912,13.75328099,78.45,78.49813648,90,17.94,68,1538016571
2799,Eurajoki,FI,61.2,21.73,10.96681976,35.98038095,48.2,48.32593133,61,27.51,36,1538014800
2800,Ndele,CF,8.41,20.65,516.9373779,1695.988827,69.18,75.11596089,96,2.73,68,1538016572
2801,Lake Havasu City,US,34.47,-114.34,159.0874634,521.9405134,98.06,99.8867918,8,3.36,1,1538015700
2802,Bayji,IQ,34.93,43.49,113.5973358,372.6946832,67.65,68.95443139,28,2.73,0,1538016572
2803,Yiyang,CN,28.59,112.35,45.49599838,149.2650913,69.81,70.33242782,100,6.2,48,1538016573
2804,Nauta,PE,-4.51,-73.58,98.25630951,322.3632305,77.64,78.76827131,92,2.62,0,1538016573
2805,Gubkinskiy,RU,64.43,76.5,54.49422073,178.7868192,58.29,58.91575387,66,14.81,68,1538016573
2806,Warrington,US,40.25,-75.13,124.2247467,407.561518,75.2,76.62646531,93,5.82,75,1538014920
2807,Jijiga,ET,9.35,42.8,1645.906616,5399.956263,55.68,74.57984692,75,2.62,32,1538016574
2808,George,ZA,-33.96,22.46,238.165329,781.3823379,57.2,59.93483818,71,4.7,44,1538013600
2809,Mandera,KE,3.94,41.87,219.4016418,719.8216826,80.16,82.67937589,61,12.46,44,1538016574
2810,Voi,KE,-3.4,38.57,549.005188,1801.198181,66.84,73.14419363,98,4.63,92,1538016574
2811,Karak,PK,33.12,71.09,573.8375854,1882.669304,74.22,80.80934256,67,4.52,64,1538016575
2812,Wanxian,CN,30.8,108.39,96.08802032,315.2494206,63.96,65.06337297,88,2.84,68,1538016575
2813,Lakes Entrance,AU,-37.88,147.99,4.207646847,13.80461608,65.13,65.17831616,63,1.95,0,1538016575
2814,Vizinga,RU,61.08,50.08,116.9106293,383.5650689,38.58,39.92247774,84,12.01,92,1538016575
2815,Vagur,FO,61.47,-6.81,0,0,48.03,48.03,100,22.53,92,1538016576
2816,Lamia,GR,38.9,22.43,124.5457535,408.6146898,60.8,62.23015141,41,14.99,75,1538013000
2817,Cueramaro,MX,20.62,-101.72,1915.562378,6284.653672,69.8,91.79628785,60,6.93,40,1538012400
2818,Dinguiraye,GN,11.29,-10.71,430.2542114,1411.595227,67.92,72.86058329,95,2.95,36,1538016576
2819,Puerto Cabezas,NI,14.04,-83.39,6.886371613,22.59308344,80.79,80.86907579,100,8.43,88,1538016577
2820,Vershino-Shakhtaminskiy,RU,51.3,117.89,985.7128906,3233.96628,62.34,73.65888198,32,10.78,0,1538016577
2821,Ellensburg,US,47,-120.55,473.0804138,1552.101145,68,73.43235401,38,5.82,1,1538013360
2822,Phonhong,LA,18.5,102.42,173.9360046,570.6562015,87.8,89.79729671,74,2.24,40,1538015400
2823,Libertador General San Martin,AR,-23.81,-64.79,481.750946,1580.547774,75.2,80.73191721,60,5.82,0,1538013600
2824,Selaphum,TH,16.03,103.94,143.8071136,471.8081307,86,87.65132846,74,6.93,20,1538013600
2825,Djambala,CG,-2.55,14.76,791.2369995,2595.921997,71.43,80.51572699,93,7.43,56,1538016578
2826,Sudbury,CA,46.49,-80.99,259.1208801,850.1341484,46.4,49.37546952,81,9.17,20,1538013600
2827,Zaterechnyy,RU,44.8,45.21,32.83466721,107.7252896,51.81,52.18703851,89,2.95,64,1538016579
2828,Bozhou,CN,33.86,115.78,38.19911194,125.3251744,74.31,74.74863811,70,5.19,0,1538016579
2829,Tres Arroyos,AR,-38.38,-60.28,112.8216629,370.1498245,45.69,46.98552439,78,8.66,88,1538016579
2830,Ngorongoro,TZ,-3.24,35.49,2347.656006,7702.28373,47.58,74.53799306,89,2.73,0,1538016579
2831,Tamandare,BR,-8.28,-70.75,189.1205292,620.4741969,76.83,79.00165969,93,2.62,12,1538016580
2832,Yabrud,SY,33.97,36.66,1385.005737,4543.982223,59,74.90393778,87,5.82,0,1538013600
2833,Povenets,RU,62.85,34.83,41.94666672,137.620302,43.17,43.65167106,100,10.22,12,1538016580
2834,Tiruchchendur,IN,8.48,78.12,0,0,82.05,82.05,80,2.62,8,1538016580
2835,Marquette,US,46.54,-87.4,220.4513855,723.2657236,44.06,46.59143003,93,5.82,1,1538014680
2836,Weligama,LK,5.97,80.42,11.88711071,38.9997083,78.72,78.85649898,98,6.31,80,1538016581
2837,Wajima,JP,37.4,136.9,2.242344141,7.356772352,64.4,64.4257487,93,1.12,75,1538013600
2838,Grimshaw,CA,56.19,-117.61,608,1994.75072,44.6,51.58162752,87,6.93,75,1538013600
2839,Adrian,US,41.9,-84.04,225.1618805,738.720104,55.94,58.52552036,82,7.2,1,1538014500
2840,Bretten,DE,49.04,8.71,206.9634705,679.0140324,41,43.37654911,100,2.73,75,1538014800
2841,Ariquemes,BR,-9.91,-63.03,138.9531708,455.8831208,80.97,82.56559092,74,1.95,20,1538016582
2842,La Mana,EC,-0.93,-79.22,228.815155,750.7059132,53.6,56.2274707,81,8.05,40,1538013600
2843,Bhilwara,IN,25.35,74.64,414.3866577,1359.536322,77.01,81.76837713,70,6.64,0,1538016583
2844,Nakamura,JP,35.17,136.87,7.07626152,23.21608185,68,68.08125629,82,6.93,75,1538013600
2845,Hilchenbach,DE,50.99,8.11,375.0222778,1230.38809,51.8,56.10635832,62,10.29,0,1538014800
2846,Urucara,BR,-2.54,-57.76,4,13.12336,78.81,78.85593176,94,1.95,32,1538016583
2847,Alekseyevskoye,RU,45.2,43.58,170.7537842,560.2158453,49.47,51.43075546,95,2.95,36,1538016584
2848,Kizukuri,JP,40.81,140.39,7.031588078,23.06951543,60.8,60.8807433,77,4.7,75,1538013600
2849,Malaut,IN,30.22,74.48,191.4501495,628.1173086,83.13,85.32841058,71,4.52,0,1538016584
2850,Zaykovo,RU,57.56,62.76,71.25588226,233.7791488,56.94,57.75822702,72,6.08,92,1538016584
2851,Itumbiara,BR,-18.41,-49.22,487.1469727,1598.251274,78.36,83.95387946,33,11.79,36,1538016585
2852,Ardakan,IR,32.31,54.02,1040,3412.0736,51.36,63.3022576,42,1.39,0,1538016585
2853,Killarney,CA,49.18,-99.66,495,1624.0158,46.4,52.0840553,75,9.17,1,1538014500
2854,Shakawe,BW,-18.36,21.84,999.1946411,3278.197746,77.19,88.66369211,35,2.62,88,1538016585
2855,Taitung,TW,22.76,121.15,16.68972588,54.75632024,87.8,87.99164712,62,3.36,20,1538013600
2856,Tingi,TZ,-11.3,35.03,1228.111816,4029.238372,75.03,89.1323343,100,10,0,1538016586
2857,San Juan De Los Morros,VE,9.91,-67.35,432.455658,1418.817821,75.2,80.16586237,83,2.17,20,1538013600
2858,Sao Paulo De Olivenca,BR,-3.38,-68.87,72.90021515,239.1739419,79.26,80.0971088,87,2.62,20,1538016586
2859,Ashland,US,38.48,-82.64,167.0543976,548.0787498,64.94,66.85827562,84,4.7,1,1538013060
2860,Makarov,RU,48.62,142.78,26.65815926,87.46115521,57.57,57.87611404,77,6.42,20,1538016587
2861,Nampula,MZ,-15.12,39.26,432.3965149,1418.623782,59.73,64.69518324,97,2.62,0,1538016587
2862,Petrykiv,UA,49.53,25.58,311.1413879,1020.805111,47.04,50.61281789,61,15.37,92,1538016587
2863,Gualeguay,AR,-33.15,-59.31,16.44799995,53.96325617,62.61,62.7988714,75,19.28,92,1538016588
2864,Tetiz,MX,20.96,-89.93,7.700749397,25.26492665,82.4,82.48842724,74,4.7,75,1538012760
2865,Maryborough,AU,-25.54,152.7,14.84169483,48.69322607,78.36,78.53042629,48,2.95,0,1538016588
2866,Kakanj,BA,44.13,18.12,400.6260986,1314.390129,32,36.60036545,100,1.12,0,1538015400
2867,Todos Santos,MX,23.45,-110.23,17.82058907,58.46650143,86,86.20463276,83,5.19,75,1538012880
2868,Linjiang,CN,41.81,126.91,369.6986694,1212.922183,57.12,61.36522764,73,3.62,0,1538016589
2869,Zilair,RU,52.23,57.44,492.6053162,1616.159225,57.93,63.58655729,64,7.87,92,1538016589
2870,Kovdor,RU,67.56,30.47,238.7626648,783.3421012,39.21,41.95169735,99,7.2,92,1538016590
2871,Tirat Karmel,IL,32.76,34.97,42.36478424,138.9920787,78.36,78.84647228,100,2.06,0,1538016590
2872,Marshall,US,39.39,-87.69,190.0568237,623.5460296,60.08,62.2624111,89,3.4,1,1538014500
2873,Gola Gokarannath,IN,28.07,80.48,157.4951172,516.7162803,80.97,82.77850698,94,3.96,56,1538016591
2874,Bahia Honda,CU,22.9,-83.16,28.57518196,93.75059999,78.72,79.0481271,87,4.63,36,1538016591
2875,Nizhniy Baskunchak,RU,48.22,46.83,-10.46518993,-34.33461374,45.51,45.38982885,91,4.74,24,1538016591
2876,Huainan,CN,32.59,117.01,57.4640007,188.5301921,74.85,75.50985567,72,8.77,0,1538016592
2877,Haimen,CN,31.87,121.18,5.90545845,19.3748643,78.99,79.05781203,74,13.58,24,1538016592
2878,Zaragoza,MX,19.77,-97.56,2291.344727,7517.535433,56.58,82.89137401,94,0.94,76,1538016592
2879,Yendi,GH,9.45,0,211.4400024,693.7008176,70.89,73.31795286,97,2.95,8,1538016592
2880,Darnah,LY,32.77,22.64,11.43170929,37.50560911,74.49,74.62126963,100,10.78,76,1538016593
2881,Shatrovo,RU,54.95,61.75,186.2950134,611.2041319,55.4,57.53921446,66,6.71,40,1538013600
2882,Skuodas,LT,56.27,21.53,25.20800018,82.70341532,57.2,57.48946195,82,14.99,0,1538014800
2883,Nang Rong,TH,14.64,102.79,189.3699188,621.2924045,87.8,89.97452342,79,4.7,12,1538013600
2884,Sicamous,CA,50.84,-118.99,350,1148.294,51.8,55.819029,93,1.61,90,1538013600
2885,Mubi,NG,10.27,13.26,571.4569092,1874.858686,66.57,73.1320054,95,2.95,20,1538016594
2886,Muriti,TZ,-1.99,32.93,1171.922729,3844.890968,75.21,88.66711839,100,13.8,0,1538016594
2887,Acatic,MX,20.78,-102.91,1682.649414,5520.503504,66.2,85.52176226,77,0.94,75,1538012460
2888,Fontenay-Le-Comte,FR,46.47,-0.81,32.52861786,106.7211906,62.6,62.97352417,63,11.41,0,1538015400
2889,Dumai,ID,1.68,101.45,2.051555634,6.730825785,86.46,86.48355789,78,3.62,12,1538016595
2890,Diego De Almagro,CL,-26.39,-70.05,785.6192017,2577.490902,52.8,61.82121816,88,1.95,0,1538016595
2891,Makokou,GA,0.56,12.85,515.3901978,1690.912776,69.99,75.90819472,99,2.17,20,1538016312
2892,Tanout,NE,14.97,8.88,525.6383667,1724.535379,76.02,82.05587383,39,5.64,0,1538016595
2893,Tokur,RU,53.13,132.9,764.6256714,2508.614488,53.43,62.21015071,55,4.41,48,1538016596
2894,Sharjah,AE,25.36,55.39,8.052106857,26.41767426,87.8,87.89246186,70,9.17,0,1538013600
2895,Coruripe,BR,-10.12,-36.18,57.65680313,189.162746,77.1,77.76206961,98,12.35,88,1538016596
2896,Allahganj,IN,27.55,79.69,142.6213379,467.9177902,82.59,84.22771227,83,4.52,80,1538016596
2897,Lukow,PL,51.93,22.38,160,524.9344,51.63,53.4672704,62,20.07,24,1538016597
2898,Port Shepstone,ZA,-30.74,30.45,59.43563843,194.99882,66.39,67.07249587,93,16.15,0,1538016597
2899,Tricase,IT,39.93,18.36,101.4848785,332.9556489,66.2,67.36534477,37,25.28,5,1538013300
2900,Novobelokatay,RU,55.7,58.96,273.9523315,898.7937674,50.19,53.33577819,100,2.95,92,1538016597
2901,Caucaia,BR,-3.73,-38.66,26.20935059,85.98868578,80.6,80.9009604,74,16.11,40,1538013600
2902,Dandong,CN,40.12,124.37,9.970677376,32.71219716,67.83,67.94449269,70,3.62,0,1538016598
2903,Otaru,JP,43.18,140.99,81.82501984,268.4547981,60.81,61.74959179,91,6.98,92,1538016598
2904,Dolzhanskaya,RU,46.63,37.8,7.099555492,23.29250564,55.14,55.22152377,100,9.22,0,1538016598
2905,Urzhum,RU,57.11,50,112.3973312,368.7576602,37.86,39.15065181,84,12.68,0,1538016598
2906,Ozernovskiy,RU,51.5,156.52,3,9.84252,49.11,49.14444882,84,14.7,76,1538016599
2907,Seduva,LT,55.77,23.77,92.05066681,302.0035097,55.4,56.45701228,87,14.99,75,1538014800
2908,Carauari,BR,-4.88,-66.9,80.84355927,265.234783,82.77,83.69832174,80,0.72,8,1538016453
2909,Kathmandu,NP,27.71,85.32,1298.577515,4260.425053,71.6,86.51148769,83,4.7,75,1538014800
2910,Consolacion Del Sur,CU,22.5,-83.51,57.25244522,187.8361124,78.72,79.37742639,87,4.63,36,1538016599
2911,Fallingbostel,DE,52.87,9.7,51.73990631,169.7503542,59,59.59412624,62,10.29,75,1538014800
2912,Tarascon,FR,43.81,4.66,9.72896862,31.91918941,59,59.11171716,87,2.24,0,1538015400
2913,Moncao,BR,-3.49,-45.25,25.04266739,82.16098488,80.16,80.44756345,73,8.55,32,1538016355
2914,Poso,ID,-1.4,120.75,18.24266624,59.85126912,84.57,84.77947944,96,2.73,0,1538016600
2915,Ostrowiec Swietokrzyski,PL,50.93,21.39,168.188446,551.7993813,52.17,54.10129783,56,16.04,76,1538016601
2916,Charcas,MX,23.13,-101.11,2018.456421,6622.232564,65.13,88.30781397,57,11.34,12,1538016601
2917,Kerema,PG,-7.96,145.78,10.89688873,35.75094843,72.69,72.81512832,93,3.96,88,1538016601
2918,Quebec,CA,46.83,-71.24,15.10966492,49.57239305,57.2,57.37350338,82,9.17,75,1538013600
2919,Jaffna,LK,9.67,80.01,9.984000206,32.75590724,81.78,81.89464568,100,10.67,8,1538016602
2920,Leuteboro,PH,13.06,121.37,32.49555969,106.6127321,81.33,81.70314456,97,3.51,32,1538016602
2921,Chantada,ES,42.61,-7.77,493.039856,1617.584881,62.6,68.26154708,77,5.82,0,1538015400
2922,Aitape,PG,-3.15,142.36,6.859128952,22.50370463,84.39,84.46876297,85,7.76,0,1538016602
2923,Malayal,PH,7.21,121.94,10.02886295,32.90309473,80.6,80.71516083,88,11.41,75,1538013600
2924,Poltavka,RU,54.36,71.76,120,393.7008,53.88,55.2579528,78,3.62,0,1538016603
2925,Phan Thiet,VN,10.93,108.1,9.995243073,32.79279328,84.21,84.32477478,97,7.76,0,1538016360
2926,Ejea De Los Caballeros,ES,42.13,-1.14,316.4820251,1038.326887,62.6,66.23414411,77,10.29,0,1538015400
2927,Serebryansk,KZ,49.68,83.3,363.7158813,1193.293612,39.2,43.37652764,100,2.73,75,1538013600
2928,Boddam,GB,57.47,-1.78,20.03081703,65.71790575,60.8,61.03001267,67,16.11,32,1538014800
2929,Wencheng,CN,27.79,120.09,62.7840004,205.9842599,76.02,76.74094491,62,4.85,12,1538016604
2930,Menomonie,US,44.88,-91.92,247,810.36748,49.28,52.11628618,73,6.93,1,1538015700
2931,Livingston,US,45.66,-110.56,1371.911499,4501.022122,60.08,75.83357743,6,13.87,90,1538013360
2932,Baijiantan,CN,45.63,85.18,267.1845703,876.5898257,52.71,55.77806439,82,5.41,0,1538016605
2933,Saint-Lo,FR,49.12,-1.09,45.50396347,149.2912235,53.6,54.12251928,93,3.36,0,1538015400
2934,Ust-Ilimsk,RU,57.96,102.73,332.038208,1089.364234,43.35,47.16277482,100,5.53,92,1538016522
2935,Senneterre,CA,48.39,-77.24,300.9750977,987.4511394,41,44.45607899,100,2.24,75,1538013600
2936,Ineu,RO,46.43,21.84,108.805336,356.9728986,37.4,38.64940514,75,1.12,0,1538015400
2937,Rena,NO,61.13,11.37,219.0222778,718.57705,42.18,44.69501968,49,5.41,0,1538016606
2938,Aqtobe,KZ,50.28,57.21,209,685.69556,60.8,63.19993446,36,6.71,0,1538013600
2939,Atakpame,TG,7.53,1.13,341.6124573,1120.775814,72.15,76.07271535,98,1.72,92,1538016607
2940,Tandalti,SD,13.01,31.87,421.9904175,1384.483041,74.76,79.60569064,71,5.53,8,1538016607
2941,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,97,318.24148,71.16,72.27384518,94,3.85,80,1538016607
2942,Lahaina,US,20.87,-156.68,-0.809717178,-2.656552507,87.98,87.97070207,74,11.41,75,1538014320
2943,Semnan,IR,35.58,53.39,1157.615112,3797.949965,53.07,66.36282488,79,3.96,0,1538016608
2944,Jiaocheng,CN,24.68,116.14,126.452446,414.8702429,82.95,84.40204585,53,3.18,0,1538016608
2945,Daigo,JP,36.78,140.36,124.7937775,409.4284169,62.6,64.03299946,100,16.11,90,1538014500
2946,Terrace Bay,CA,48.78,-87.1,255.1920013,837.2441257,47.49,50.42035444,95,9.33,20,1538016609
2947,Zermatt,CH,46.02,7.75,1611.608398,5287.429298,51.8,70.30600254,76,2.24,0,1538014800
2948,Digha,IN,21.62,87.51,10.92533112,35.84426334,84.66,84.78545492,99,13.8,20,1538016609
2949,Asosa,ET,10.07,34.53,1463.552124,4801.680351,60.09,76.89588123,87,4.07,8,1538016610
2950,Yugawara,JP,35.18,139.08,501.39151,1644.985322,64.4,70.15744863,87,8.05,90,1538014500
2951,Zhaodong,CN,46.07,125.99,140.0639954,459.5275585,66.2,67.80834645,42,2.24,0,1538013600
2952,Oranzherei,RU,45.85,47.57,-21.57358551,-70.77948229,53.6,53.35227181,87,6.71,0,1538013600
2953,Nakapiripirit,UG,1.81,34.71,2003.385254,6572.786476,54.06,77.06475267,87,2.73,20,1538016611
2954,Pamanukan,ID,-6.28,107.82,7.044600964,23.11220863,82.86,82.94089273,100,8.43,0,1538016611
2955,Sidi Ali,DZ,36.1,0.42,315.4915466,1035.077286,65.49,69.1127705,87,2.84,0,1538016611
2956,Minudasht,IR,37.23,55.37,152.5026398,500.3367607,61.26,63.01117866,78,4.52,32,1538016611
2957,Bogale,MM,16.29,95.4,7.690239906,25.23044669,85.38,85.46830656,90,4.63,24,1538016612
2958,Touba,CI,8.28,-7.68,458.7296143,1505.018468,67.29,72.55756464,97,3.4,68,1538016612
2959,Puerto Baquerizo Moreno,EC,-0.9,-89.6,63.74595642,209.1402837,70.26,70.99199099,100,9.66,80,1538016612
2960,Damghan,IR,36.17,54.34,1160.415527,3807.137679,51.63,64.95498188,82,2.73,0,1538016613
2961,Barranquilla,CO,10.98,-74.8,71.87811279,235.8205876,86,86.82537206,88,3.36,40,1538013600
2962,Monkey Bay,MW,-14.08,34.91,493.6275635,1619.513055,77.28,82.94829569,96,6.08,0,1538016613
2963,Manowa,SL,8.17,-10.75,204.5724182,671.1693726,69.63,71.9790928,100,3.18,92,1538016613
2964,Muswellbrook,AU,-32.27,150.89,148.4897766,487.1711987,61.62,63.3250992,87,4.41,44,1538016614
2965,Ginir,ET,7.14,40.71,1947.820435,6390.487195,57.93,80.29670518,87,4.41,20,1538016614
2966,Kolokani,ML,13.58,-8.03,398.2266541,1306.517936,71.79,76.36281277,81,4.41,0,1538016614
2967,Setermoen,NO,68.86,18.35,78.58844757,257.8361223,37.4,38.30242643,86,27.51,92,1538014800
2968,Tamworth,AU,-31.09,150.93,383.6738892,1258.772643,71.6,76.00570425,26,6.93,0,1538015400
2969,Pechory,RU,57.82,27.61,86.01206207,282.1918137,48.2,49.18767135,81,13.42,0,1538013600
2970,Warangal,IN,17.99,79.6,267.261322,876.8416357,77.91,80.97894573,90,6.76,44,1538016616
2971,Jumla,NP,29.28,82.18,2396.733643,7863.299604,45.06,72.58154861,78,2.06,0,1538016616
2972,Solikamsk,RU,59.65,56.78,147.1794586,482.872255,45.15,46.84005289,81,9.78,48,1538016616
2973,Cambuquira,BR,-21.85,-45.3,922.694458,3027.212886,75.39,85.9852451,42,7.99,92,1538016616
2974,Ratnagiri,IN,16.98,73.3,0,0,77.55,77.55,100,10.45,80,1538016617
2975,Mineiros,BR,-17.57,-52.55,756.9572144,2483.455507,79.62,88.31209428,51,3.96,92,1538016617
2976,Nokaneng,BW,-19.66,22.19,956.4468384,3137.949045,77.55,88.53282166,49,2.62,92,1538016617
2977,Pijino,CO,9.33,-74.45,12.53509903,41.1256543,79.8,79.94393979,91,3.51,44,1538016617
2978,Planeta Rica,CO,8.41,-75.58,87.35289001,286.5908557,78.8,79.80306799,94,2.62,40,1538013600
2979,Brookhaven,US,40.78,-72.92,16.89159584,55.4186233,73.94,74.13396518,93,9.17,90,1538016120
2980,Lokosovo,RU,61.13,74.84,47.66755676,156.3896269,57.75,58.29736369,66,11.79,12,1538016618
2981,Bage,BR,-31.33,-54.11,198.4867859,651.2033866,64.68,66.95921185,98,7.99,68,1538016618
2982,Moncton,CA,46.1,-64.8,30.75286865,100.8952416,71.6,71.95313335,88,20.8,75,1538015940
2983,Gikongoro,RW,-2.46,29.57,1852.976929,6079.320827,60.18,81.45762289,75,4.29,68,1538016619
2984,Tramandai,BR,-29.98,-50.13,1.977002621,6.486229278,67.83,67.8527018,98,4.97,92,1538016619
2985,Natchitoches,US,31.76,-93.09,43.89787674,144.0219099,73.04,73.54407668,98,5.97,40,1538014500
2986,Soloneshnoye,RU,51.65,84.32,403.1359863,1322.624669,52.08,56.70918634,69,2.95,0,1538016619
2987,Asnaes,DK,55.81,11.5,5.21652174,17.11457319,57.2,57.25990101,87,16.11,12,1538014800
2988,Brainerd,US,46.36,-94.2,370.0994263,1214.237002,53.96,58.20982951,81,12.68,90,1538014500
